F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,var
0,0,0,0,0,0,0,0,0,0,-0.519775985423124,0,A_roa
0,0,0,0,0,0,0,0,0,0,-0.52453358669808,0,A_roe
0,0,-0.220483761833593,0.277564682016949,-0.228089950699754,0,0.212082199740328,0,-0.443528826910426,0.18823201067285,-0.252416967445926,0,A_gpm
-0.170846021717258,0.570933815713465,0,0,0,0,0,0,0.232480862871684,0,0,-0.169224524138952,A_opm
-0.202956985346817,0.540901559849118,0,0,0,0,0,0,0.244292974663061,0,0,-0.192367346079136,A_npm
0,0,-0.191613670891993,0.204296488779003,0.244578432934076,-0.181567460433368,0,0.368749754229088,0,-0.384977486248972,0,-0.189339188089818,B_rev_yoy
0,0,0,0,0,0,0,0,0,0,-0.527070908642468,0,B_eps
0,0,-0.261471333350987,0.220662121989064,0.308125549714174,0,0,0.288242678472841,0,-0.349810938770481,0,0,B_gp_yoy
-0.195468291962821,0,-0.369297459429315,0,0.383769273331812,0,0,-0.222853420246505,0,0,0,0,B_op_yoy
-0.236908048949879,-0.185635967925597,-0.344782792587244,0,0.388871498547238,0.223620407436234,0,-0.370772371729991,0,0,0,0,B_np_yoy
0.305968814594101,0,0,0,0,-0.257844651980539,-0.278795073582557,-0.252246933772589,0,0,0,-0.220410737548045,C_ocf
-0.252938733481372,0,0,0,0,-0.19058898720378,-0.30666756733113,0,0,-0.454703102013368,0,0.62659960604654,C_fcf
0,-0.233204092057032,0.210344099131428,0.512963985127467,0,0,0,0,0,0,0,0,D_cr
0,-0.193864207744617,0.235365860820414,0.521881644512961,0,0,0,0,0,0,0,0,D_qr
0,0,0,-0.395857183858936,0,0,0,0,-0.224826605104564,0,0,-0.306152798494624,D_dr
0.22231676831847,0,-0.520366928370181,0,-0.262181770576933,0,-0.280128530068645,0.291686727880435,0.568344520202854,0.321436358753491,0,0,D_icr
0.32808856730728,0.282679390398985,0.246676538773949,0,0.360342981346425,0.540315215711151,-0.411067728860798,0.268471320157264,0,0,0,0.244997453871525,E_itr
0,0,-0.195291060352673,0,-0.486493615684734,0.497714337319547,-0.256849581743538,0,0,-0.370373651378097,0,-0.422026999857878,E_art
0,-0.274677530567858,0.269240169013294,-0.305758596464778,0,0,-0.259772128142835,0,0.337464314350251,-0.328270313573606,-0.233386533943655,0,E_tat
0,0,0,0,0,0,0,0,0,0,0,0,F_ta
0,0,0,0,0,0,0,0,0,0,0,0,F_te
0,0,0,0,0,0,0,0,0,0,0,0,F_ca
0,0,0,0,0,0.324439842468567,0.422127466194826,0,0.228181070284997,-0.212336421528094,0,0.225884751777289,G_cfi
-0.660723912284958,0,0,0,0,0,0,0.523834857527054,0,0.233591540421838,0,0,G_cff
0,0,0,0,0,-0.315142932249039,-0.314487128498447,0,-0.174931382665541,0,0,0,G_ebt
