year_refit,model,trading_cost,n_months_gross,ann_ret_ls_gross,sharpe_ls_gross,tstat_ls_gross,tstat_nw_ls_gross,maxdd_ls_gross,n_months_net,ann_ret_ls_net,sharpe_ls_net,tstat_ls_net,tstat_nw_ls_net,maxdd_ls_net,avg_turnover_ls
2017,pred_rf_S,0.006,12,0.127834143145304,1.48197551232437,1.48197551232437,2.64726020525513,-0.0231712794531616,12,0.127442026275695,1.46973011573089,1.46973011573089,2.62265011655958,-0.023830123662272,0.934744020020249
2017,pred_xgb_S,0.006,12,0.0816887016556656,1.4721447685596,1.4721447685596,3.71729779086739,-0.0303029447792741,12,0.0812223288616452,1.46435186072067,1.46435186072067,3.75766795908975,-0.0306018451816441,0.835787386861936
2017,pred_xgb_M,0.006,12,0.0211941332795416,0.422735938254595,0.422735938254595,1.01177112570954,-0.015707991688824,12,0.0165489616963221,0.33736708305382,0.33736708305382,0.805107078020715,-0.0170738014176178,1.15416340973833
2017,pred_rf_M,0.006,12,0.0157211379483579,0.331537809506559,0.331537809506559,0.509307621157269,-0.022318038072,12,0.0113818186360997,0.248364700754966,0.248364700754965,0.381981244696293,-0.0223780380720001,1.49075958806365
2018,pred_xgb_H,0.006,12,0.168976028905687,1.71961997253705,1.71961997253705,3.29671325678351,-0.0456053750279046,12,0.16431450293872,1.67704040755927,1.67704040755927,3.21000234152483,-0.0470304719627243,0.953382237193539
2018,pred_en_H,0.006,12,0.178901559156586,1.45820833948499,1.45820833948499,3.71210303139065,-0.0497239361411649,12,0.173485949450339,1.4255896134623,1.4255896134623,3.66474351771345,-0.0503064604130098,0.687029849225532
2018,pred_en_M,0.006,12,0.244437508683192,1.40702955216162,1.40702955216162,3.6230037729359,-0.0788605831650487,12,0.229860673641955,1.33857190821347,1.33857190821347,3.45244388729468,-0.0795596122912622,0.737952283894207
2018,pred_rf_M,0.006,12,0.0943524693685329,1.16611439701128,1.16611439701128,3.05639123019436,-0.0351423447103961,12,0.0895409627252521,1.11924071629468,1.11924071629468,2.95624096709074,-0.0348453150074257,1.50106902548753
2018,pred_rf_H,0.006,12,0.0763023003698209,1.05175628588193,1.05175628588193,2.5039134900366,-0.0363778466550217,12,0.076974064643478,1.05800823358319,1.05800823358319,2.51358902023218,-0.0368428628555294,1.11276439938068
2018,pred_xgb_M,0.006,12,0.142985611333562,1.07272196127708,1.07272196127708,1.63771268464983,-0.061640177904834,12,0.136178333439629,1.02707630790388,1.02707630790388,1.56957298471654,-0.0632398865461126,1.169498185541
2018,pred_xgb_S,0.006,12,0.0327683973455513,0.628180614596035,0.628180614596035,0.747416954283259,-0.0397804638717721,12,0.0336787094919271,0.645787522210974,0.645787522210974,0.774642660710859,-0.0392091559779432,0.750368252377889
2018,pred_rf_S,0.006,12,0.0228356714057925,0.407317391300853,0.407317391300853,0.287550516069811,-0.0628526559746462,12,0.0248166592348242,0.440680132153457,0.440680132153457,0.310380995643625,-0.0618008173887455,0.914571947052149
2018,pred_en_S,0.006,12,0.0166416267897278,0.246543176590183,0.246543176590183,0.360499503460191,-0.0687035721434387,12,0.0144678906074178,0.217110021332175,0.217110021332175,0.32032219641185,-0.0702388395315919,0.434890115801766
2018,pred_sofar_comp_main,0.006,12,-0.00163056554823648,-0.000779494443061058,-0.000779494443061058,-0.00136957283638942,-0.0412565211457871,12,-0.00153456114092077,0.00129610019552528,0.00129610019552528,0.00225596150385917,-0.0417807712014548,0.414545375236685
2018,pred_sofar_comp_rob,0.006,12,-0.00163056554823648,-0.000779494443061058,-0.000779494443061058,-0.00136957283638942,-0.0412565211457871,12,-0.00153456114092077,0.00129610019552528,0.00129610019552528,0.00225596150385917,-0.0417807712014548,0.414545375236685
2018,pred_ols3,0.006,12,-0.0509715037739419,-0.598431445371093,-0.598431445371093,-0.713253122914912,-0.091735148558262,12,-0.0524670592995535,-0.619052633989082,-0.619052633989082,-0.738621065983256,-0.0925905979965757,0.463679818510121
2019,pred_en_S,0.006,12,0.153769002744273,3.50013273760715,3.50013273760715,6.25681141048978,-0.00722315661533349,12,0.15335632916132,3.44155461187202,3.44155461187202,6.17275833995572,-0.00699458518676191,0.443376478049522
2019,pred_sofar_comp_main,0.006,12,0.162599643613368,3.06784755860795,3.06784755860795,8.51861979472382,-0.005075644822,12,0.163262459916766,3.04482924498493,3.04482924498493,8.48543402981382,-0.00478993053628579,0.452852085569105
2019,pred_sofar_comp_rob,0.006,12,0.162599643613368,3.06784755860795,3.06784755860795,8.51861979472382,-0.005075644822,12,0.163262459916766,3.04482924498493,3.04482924498493,8.48543402981382,-0.00478993053628579,0.452852085569105
2019,pred_xgb_S,0.006,12,0.146104429106088,2.8108339957961,2.8108339957961,4.55302050743477,-0.00567055913529296,12,0.141773122953351,2.70575161321169,2.70575161321169,4.42057567218549,-0.00685737232210617,0.768479018443325
2019,pred_xgb_H,0.006,12,0.183518422284063,1.95761050532343,1.95761050532343,3.53413917845759,-0.0122819814653846,12,0.176327631296109,1.88973218312823,1.88973218312823,3.39962347656245,-0.0128012122346154,0.932086792894903
2019,pred_rf_H,0.006,12,0.113405689479006,1.71633287428725,1.71633287428725,2.81867803779949,-0.020536453495238,12,0.11047322333674,1.67538622535011,1.67538622535011,2.70788390044211,-0.0207650249238096,1.10413254173962
2019,pred_en_H,0.006,12,0.162509229348736,1.36948816639655,1.36948816639655,2.58384485338802,-0.0343465118760527,12,0.157423139947156,1.32524603757467,1.32524603757467,2.51659859360274,-0.0353185801469467,0.671669324314242
2019,pred_xgb_M,0.006,12,0.118267244682953,1.09113513344214,1.09113513344214,2.4675009888058,-0.0301302948926594,12,0.110911494763323,1.03567287111041,1.03567287111041,2.35512893202148,-0.0314860484143006,1.06539969485429
2019,pred_ols3,0.006,12,0.069947154810307,0.949246084499428,0.949246084499428,2.1504878702787,-0.0288311121891558,12,0.0726030764819803,0.978601656596585,0.978601656596585,2.2093687293075,-0.0284588612329702,0.42404656784297
2019,pred_rf_S,0.006,12,0.0531449945932232,0.914020492402946,0.914020492402946,1.50981159129205,-0.0349080686616702,12,0.0540035592144164,0.916232025873346,0.916232025873346,1.51561022093575,-0.0351779948773862,0.897074962048549
2019,pred_en_M,0.006,12,0.0815455067821962,0.564756579242461,0.564756579242461,1.2902724579396,-0.0732535272756297,12,0.0723784207634028,0.512457229982025,0.512457229982025,1.17140864776693,-0.0775797726560775,0.679385240528873
2019,pred_rf_M,0.006,12,0.0239854397885582,0.350358158015922,0.350358158015922,0.572144003140764,-0.0368364170545253,12,0.0159701801297623,0.245577899829003,0.245577899829003,0.402937138827189,-0.0418692130108205,1.45788126303546
2020,pred_ols3,0.006,12,0.0925902133232361,0.674845972734222,0.674845972734222,0.835288361858165,-0.0916858384582649,12,0.0934374653889689,0.681386944021586,0.681386944021586,0.84250353358097,-0.0911529783520054,0.460653357361022
2020,pred_xgb_S,0.006,12,0.0447256953468638,0.452165636093918,0.452165636093918,1.06159102068194,-0.0708118983269754,12,0.0446752953400718,0.451964499610653,0.451964499610653,1.05724180641826,-0.0710268563640254,0.789358036820272
2020,pred_xgb_H,0.006,12,0.0453962188408978,0.466385028234309,0.466385028234309,0.996698897923075,-0.070233637820698,12,0.0378069896348878,0.397296815951527,0.397296815951527,0.868079480187693,-0.0720609729814122,0.960338985251552
2020,pred_xgb_M,0.006,12,0.00916424561804119,0.131819288952589,0.131819288952589,0.35971513613876,-0.0926063822043441,12,0.00839438737409815,0.125665895118266,0.125665895118266,0.345772599474917,-0.0926041675189726,1.10475781514105
2020,pred_en_S,0.006,12,-0.00153591408189624,0.0546578681875852,0.0546578681875852,0.0707853816221591,-0.143326147763248,12,-0.00100222454848664,0.0586997270834412,0.0586997270834412,0.076148018368123,-0.143783659878778,0.516590868731879
2020,pred_rf_S,0.006,12,-0.00268553889865508,0.00234579605739718,0.00234579605739718,0.00496374347414077,-0.0462992295027639,12,-0.00176291084885338,0.0143546276100177,0.0143546276100177,0.0301292529890153,-0.0462446529876281,0.960943040133953
2020,pred_en_H,0.006,12,-0.0291070048581018,-0.0685644614459247,-0.0685644614459247,-0.212049217511326,-0.14445519817987,12,-0.0329033239069191,-0.0883725780625297,-0.0883725780625297,-0.273906880761306,-0.147066766864568,0.740293763063851
2020,pred_sofar_comp_main,0.006,12,-0.0193808025441816,-0.124678991180252,-0.124678991180252,-0.190709835806408,-0.107830725832108,12,-0.0202244014127873,-0.131825868025917,-0.131825868025917,-0.201194163280245,-0.108444708624272,0.452703736980467
2020,pred_sofar_comp_rob,0.006,12,-0.0193808025441816,-0.124678991180252,-0.124678991180252,-0.190709835806408,-0.107830725832108,12,-0.0202244014127873,-0.131825868025917,-0.131825868025917,-0.201194163280245,-0.108444708624272,0.452703736980467
2020,pred_en_M,0.006,12,-0.0726069881398362,-0.291381236815264,-0.291381236815264,-0.935727914818586,-0.154727171458398,12,-0.0758503168547422,-0.308383517055403,-0.308383517055403,-0.986727707670288,-0.157768701681315,0.822354804464809
2020,pred_rf_H,0.006,12,-0.0674426938864693,-0.717668304163992,-0.717668304163991,-1.1713390967489,-0.130229510223746,12,-0.070543489622822,-0.752595710476154,-0.752595710476154,-1.22643593589409,-0.132367369811462,1.11988611960913
2020,pred_rf_M,0.006,12,-0.0817382604310485,-1.19167132837818,-1.19167132837818,-1.98652949984008,-0.0874347322923624,12,-0.0859471308429741,-1.24901710033482,-1.24901710033482,-2.09435860191824,-0.0916174928155316,1.49905029440605
2021,pred_xgb_M,0.006,12,0.239650400257594,1.89572398474349,1.89572398474349,2.29892315019923,-0.0834077413374097,12,0.231796270909771,1.83172119348346,1.83172119348346,2.20656903340895,-0.0857197405977654,1.13837497075801
2021,pred_xgb_S,0.006,12,0.159309816277095,1.5258259920942,1.5258259920942,1.58374444524452,-0.0381890533833233,12,0.160125414463348,1.5315264376421,1.5315264376421,1.58121313304834,-0.0382367619033814,0.78217433150948
2021,pred_xgb_H,0.006,12,0.191678030056287,1.4969925570161,1.4969925570161,2.43778774489906,-0.0422457696215998,12,0.188213269786753,1.47184872007669,1.47184872007669,2.40216514047346,-0.0426803625315135,0.987350191012413
2021,pred_en_M,0.006,12,0.207920748125557,1.45373017345898,1.45373017345898,2.02220297815429,-0.117127444856717,12,0.199960573967216,1.40159399125258,1.40159399125258,1.94582931072954,-0.119233344425897,0.925021673478331
2021,pred_rf_H,0.006,12,0.115995688558809,1.24480305412008,1.24480305412008,2.72907593208509,-0.0496700304579816,12,0.117587047765824,1.26209937400826,1.26209937400826,2.77977488465868,-0.0496700304579814,1.16665872766362
2021,pred_en_H,0.006,12,0.155902762778004,1.13932820232244,1.13932820232244,1.86606153901826,-0.0643343040122626,12,0.151886444449021,1.11566023864075,1.11566023864075,1.80883377178966,-0.0658124412660028,0.815779999110832
2021,pred_rf_M,0.006,12,0.050076103593858,0.752484989167166,0.752484989167166,1.49484821965222,-0.0267638369805639,12,0.0468849146668149,0.704681684825691,0.704681684825691,1.37870221878488,-0.02735548551313,1.51825633294273
2021,pred_ols3,0.006,12,0.0959031157200683,0.47733844193423,0.47733844193423,0.75126474199901,-0.141104067629478,12,0.0980689568001929,0.484916457330617,0.484916457330617,0.763037396047898,-0.140646130991334,0.420679303442458
2021,pred_sofar_comp_main,0.006,12,0.041149281442149,0.339166300403043,0.339166300403043,0.400567981318694,-0.0909366833518162,12,0.0395513298289234,0.329187755176977,0.329187755176977,0.387486344804736,-0.0919243420244188,0.480222620230909
2021,pred_sofar_comp_rob,0.006,12,0.041149281442149,0.339166300403043,0.339166300403043,0.400567981318694,-0.0909366833518162,12,0.0395513298289234,0.329187755176977,0.329187755176977,0.387486344804736,-0.0919243420244188,0.480222620230909
2021,pred_en_S,0.006,12,-0.021149134409492,-0.10130769943952,-0.10130769943952,-0.180626660591642,-0.0852874390947999,12,-0.0200025820828177,-0.0921168112762179,-0.0921168112762179,-0.164737698628211,-0.0851449409545381,0.433888282878323
2021,pred_rf_S,0.006,12,-0.030483008980264,-0.554728975743216,-0.554728975743216,-0.657799854866366,-0.0664601690001678,12,-0.0294323309920024,-0.529252648691426,-0.529252648691426,-0.617231071189956,-0.0666238322241346,0.953922555554497
2022,pred_rf_S,0.006,12,0.133133971456622,1.74761054605935,1.74761054605935,4.34027536506014,-0.0326359628622221,12,0.137807099628448,1.82039077267694,1.82039077267694,4.53833543147605,-0.031920366531947,0.970778646833979
2022,pred_rf_H,0.006,12,0.141195906835775,1.29111558055664,1.29111558055664,3.24914016793409,-0.0300856886080736,12,0.140799414091656,1.29454173606066,1.29454173606066,3.26563639533175,-0.0297003675071559,1.21476412428033
2022,pred_xgb_H,0.006,12,0.180485149583087,1.19816342872025,1.19816342872025,1.390255382052,-0.0797685463564222,12,0.177653318924475,1.1905681122416,1.1905681122416,1.37485944119076,-0.0802013994557554,0.927282900022547
2022,pred_xgb_S,0.006,12,0.0456484660227949,0.941358479350846,0.941358479350846,1.42496563177325,-0.0198282256317809,12,0.0466656344902121,0.963684559791133,0.963684559791133,1.48635344341546,-0.0195710234523727,0.771594154459126
2022,pred_xgb_M,0.006,12,0.175654184061371,0.976000934219444,0.976000934219444,1.46695750775746,-0.0751690970421417,12,0.171676792530409,0.956036075018385,0.956036075018385,1.43690253222761,-0.0756458560762822,1.09997460842191
2022,pred_en_H,0.006,12,0.166939673585697,0.901177378716634,0.901177378716634,1.17357294130457,-0.0990872499556382,12,0.157208225361923,0.860966117598783,0.860966117598783,1.12210593991728,-0.100510265414297,0.7935381543194
2022,pred_en_M,0.006,12,0.208374165405182,0.843427116772459,0.843427116772459,1.26873168540789,-0.104849798920822,12,0.194138375715437,0.796680040849053,0.796680040849053,1.19472206835063,-0.108113939154443,0.813481128460479
2022,pred_ols3,0.006,12,0.080689029186072,0.571531940349307,0.571531940349306,0.975100754257671,-0.0924443734006645,12,0.0865504943453106,0.604954892056085,0.604954892056084,1.03509610609936,-0.091168537522316,0.406186521054765
2022,pred_rf_M,0.006,12,0.067628554912986,0.604689785305949,0.604689785305949,1.26140432109147,-0.0391475542318374,12,0.0604525868207084,0.548315418158107,0.548315418158107,1.14235527160276,-0.0403988821886545,1.50370261870662
2022,pred_en_S,0.006,12,-0.0596299424022501,-0.429370736662063,-0.429370736662063,-1.12283488190105,-0.0947635295516021,12,-0.0608971224901774,-0.435533076173687,-0.435533076173687,-1.14231496879396,-0.0956856390263415,0.441085386094889
2022,pred_sofar_comp_main,0.006,12,-0.0454783582726125,-0.567178673756633,-0.567178673756633,-0.842244914717251,-0.0775985563295104,12,-0.0480220507803529,-0.594814872882452,-0.594814872882452,-0.900784869583451,-0.0791953041262068,0.444829750725889
2022,pred_sofar_comp_rob,0.006,12,-0.0454783582726125,-0.567178673756633,-0.567178673756633,-0.842244914717251,-0.0775985563295104,12,-0.0480220507803529,-0.594814872882452,-0.594814872882452,-0.900784869583451,-0.0791953041262068,0.444829750725889
