model,n_months,ann_ret_net,sharpe_net,tstat_net,tstat_nw_net,maxdd_net,avg_turnover_ls
pred_sofar_comp_main,119,0.0495613630022389,0.620590721605455,1.95428606754041,2.29993482914222,-0.150133427765605,0.520851311051843
pred_sofar_comp_rob,119,0.0495613630022389,0.620590721605455,1.95428606754041,2.29993482914222,-0.150133427765605,0.520851311051843
