F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,var
0,0,-0.515119889683148,0,0,0,0,0,0,0,0,0,A_roa
0,0,-0.519707484552118,0,0,0,0,0,0,0,0,0,A_roe
0,0,-0.256135854835247,0,0,0.477984346616022,0,0,0.319180265065255,0,0.238774733503015,0,A_gpm
0,0.214296472448182,0,0,0,-0.24004538990939,0,0,-0.1856811972468,0,0.558633521688437,0,A_opm
0,0.245709531956903,0,0,0,-0.278263488251764,0,0,-0.171110838024263,0,0.538490484291665,0,A_npm
-0.219498120664074,-0.19768671459605,0,-0.237355115249229,0.321500873214168,-0.176218542939531,0,0.413962204042078,0,0,0,0.189607137696526,B_rev_yoy
0,0,-0.538985057112943,0,0,0,0,0,0,0,0,0,B_eps
-0.253173326513455,-0.234704798801614,0,-0.282261419584666,0.207588732996982,-0.17897349955185,0,0.362219875772972,0,0,0,0.229888780598114,B_gp_yoy
0,-0.308972856956563,0,-0.440157661216253,-0.18013203499006,0,0,-0.258294455183251,0,0,0,0,B_op_yoy
0,-0.300975319414288,0,-0.419843741300802,-0.241563713692665,0,0,-0.470519266267431,0,0,0,0,B_np_yoy
-0.378664240729276,0.374231440915645,0,0,0,0,0.225752253397863,0,0,0,0,0,C_ocf
0,0.213155174831291,0,0,-0.619571922815214,0.19551531325482,-0.364015278959066,0.443111649434518,0,0,0,0,C_fcf
0,0,0,0,0,-0.219963914571401,0,0,0.519472854707034,0,0,-0.200220794030682,D_cr
0,0,0,0,0,-0.245715762033165,0,0,0.53320087786586,0,0,-0.18199794282873,D_qr
0,0,0,0,0.279902417471952,0,0,0,-0.407696853179642,0,0,0,D_dr
0,0,0,-0.269246426186794,0,0,0.322643718345932,0,0,0.668256820719323,0,0.57434141727216,D_icr
-0.560175763419636,-0.400005332251432,0,0.28559693410157,0,0,0.228151385684837,0,0,0.415913827657199,0.188134234409163,-0.370004059183151,E_itr
0.178394938285665,0,0,-0.378529725062649,0,0.488235968492386,0.492580136351492,0.293834068837112,0,0,0.253975306443017,-0.356741923395366,E_art
0.245834914717625,0,-0.215904686160632,0,0,-0.355501276126501,0.220479921924274,0.188863828005194,-0.297468090887212,0,-0.34282168098446,-0.260991473862976,E_tat
0,0,0,0,0,0,0,0,0,0,0,0,F_ta
0,0,0,0,0,0,0,0,0,0,0,0,F_te
0,0,0,0,0,0,0,0,0,0,0,0,F_ca
0.276310777302436,-0.344069596767946,0,0.221548432246477,-0.285493901979125,0,0,0.167473996111884,0,-0.201999023477204,0,0.188602924339796,G_cfi
0.213660228482285,0,0,0,0.351079213674644,0,-0.550769819404244,0,0,0.474845567222885,0,-0.305971271695638,G_cff
-0.308172595281042,0.351202101620497,0,0,0,0,0,0,0,0,-0.187535187420135,0,G_ebt
