F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,var
0,0,0,0,0,-0.521550816986784,0,0,0,0,0,0,A_roa
0,0,0,0,0,-0.520108784415243,0,0,0,0,0,0,A_roe
0.243472066590743,-0.422643276236587,0,0,-0.326472102097378,-0.251617647341278,0,0,0,0,0.324751885550756,0,A_gpm
0,0.23020246174097,0,-0.236222699513848,0,0,0.28744460276927,0.307079484574377,0,0,0.219303947045252,-0.301929644095743,A_opm
0,0.25879178541193,0,-0.259622584312449,0,0,0.281396641650558,0.304309721642145,0,0,0.195288575755954,-0.316134147680604,A_npm
-0.363086496668074,0,-0.273106981144704,0,-0.21672428372102,0,-0.259505498251137,-0.202422647211137,0.271567822251672,0,0.242755824610664,0,B_rev_yoy
0,0,0,0,0,-0.514417137984773,0,0,0,0,0,0,B_eps
-0.361860194650592,0,-0.225114020131797,0,-0.198422478765877,0,-0.266007532010428,-0.175625946376205,0.278164408093239,0,0.193382796312161,-0.210197767903074,B_gp_yoy
0,-0.243884876092972,0,-0.172013724502105,0,0,-0.197603060278708,0,-0.258926967391219,0,0,-0.406549753167304,B_op_yoy
0,-0.265638945417959,0,-0.195854886703857,0.176706978378333,0,-0.174248632357518,0,-0.395683303299403,0,-0.242897030098996,-0.396649113509088,B_np_yoy
0,0,0.208800682539718,0.408302195922657,0,0,-0.173931833135327,0.184240043034288,0,-0.206184393689477,0,-0.193898372627371,C_ocf
0.235334984120473,0,0.353264169342607,-0.204966678968267,0,0,-0.292842684204184,0,0,0.699372148691753,0,-0.228253394182679,C_fcf
-0.236256785317635,0.213496066899852,0.250959998533224,0,-0.258494607592006,0,0,0,-0.172101295643941,-0.293914186771771,0,0,D_cr
-0.215822883647408,0.196802616918889,0.282361764014505,-0.17311354699266,-0.281291947617458,0,0,0,0,-0.260633745596609,0,0,D_qr
0.17144707987274,0,-0.368066485019806,0.21212343346297,0.215098994927403,0,0,0,0,0,0.21870027601324,0,D_dr
0.235148421389757,0,-0.189209591478938,0.358650222822943,-0.282745705530658,0,0.446629789252677,-0.365498552571928,0,0,-0.381560332724237,-0.43185630823847,D_icr
0,0,-0.332096500403545,0,-0.56378573889161,0,-0.218907917622344,0.601628446039085,0,0,-0.348776353696904,0,E_itr
0,0,-0.193199676612122,0,-0.302087753500593,0,0.263052830321923,0,-0.683669632425727,0.330256172591811,0.375997199867853,0,E_art
-0.292060740577564,0.411452738488081,-0.180547069930703,0,0.242368929663157,-0.231751911176598,0,0,0,0.227021565040433,-0.288404575417573,0.179680500889877,E_tat
0,0,0,0,0,0,0,0,0,0,0,0,F_ta
0,0,0,0,0,0,0,0,0,0,0,0,F_te
0,0,0,0,0,0,0,0,0,0,0,0,F_ca
-0.294543243155643,-0.371833385756781,0,0,0,0,0.277328320344783,0,0,0.27904336585209,0,0,G_cfi
0.391655573924517,0.273559006350701,-0.377924819693552,-0.507132174552919,0,0,0,-0.349659425900267,0,0,0,0,G_cff
0.173333368436492,0.206520439525182,0.189126387074528,0.227526088064495,0,0,-0.26932536473202,0,0,0,0,-0.183656362987301,G_ebt
