factor_raw,factor_sc,n_months,ls_mean,ls_tstat,sign,note
sofar_f1_raw,sofar_f1_sc,185,-0.00291349127331894,-1.50031726907497,-1,FLIP
sofar_f2_raw,sofar_f2_sc,185,-0.00052227387600782,-0.222407382268567,-1,FLIP
sofar_f3_raw,sofar_f3_sc,185,0.00611400329938997,2.6236762606257,1,keep
sofar_f4_raw,sofar_f4_sc,185,-0.00382167452875328,-3.01986971131437,-1,FLIP
sofar_f5_raw,sofar_f5_sc,185,-0.000370797647040233,-0.242041670159877,-1,FLIP
sofar_f6_raw,sofar_f6_sc,185,-0.00450701680631149,-2.38245960279769,-1,FLIP
sofar_f7_raw,sofar_f7_sc,173,-0.00664760951191802,-5.29479817603506,-1,FLIP
sofar_f8_raw,sofar_f8_sc,185,0.00272335285028938,1.80489162461605,1,keep
sofar_f9_raw,sofar_f9_sc,185,0.000990038402661876,0.617588773278425,1,keep
sofar_f10_raw,sofar_f10_sc,185,-0.00364323133125476,-2.34871364265553,-1,FLIP
sofar_f11_raw,sofar_f11_sc,185,-0.00167931050861895,-1.29326913809581,-1,FLIP
sofar_f12_raw,sofar_f12_sc,185,-0.00920768316439269,-3.19798496311779,-1,FLIP
