F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,var
0,0,0,0,0,0,0,0,0,0,0,-0.517829990630309,A_roa
0,0,0,0,0,0,0,0,0,0,0,-0.523078192557414,A_roe
0.554728771509756,-0.381127122420328,0,0,0,0,0,0,0,0,0,-0.25354219409192,A_gpm
0,0,0.562976278414249,0,0,0,-0.238673597464015,0,0.222316620809276,0,0,0,A_opm
0,0,0.564138953984732,0,0,0,-0.213032287023839,0,0.235778328793169,0,0,0,A_npm
0,-0.179824352937476,0,-0.462387677329325,0,0,0,0,-0.237966739625943,0.198402768441344,0.361542846166099,0,B_rev_yoy
0,0,0,0,0,0,0,0,0,0,0,-0.538953407722154,B_eps
0,-0.228612604408844,0,-0.408938525445175,0,0,0,0,-0.280169044218257,0.270518409902629,0.295876437476753,0,B_gp_yoy
0,-0.204329310401616,0,0,0,0.337426011691099,0,0,-0.323277557362536,0.208759936125835,-0.323738762124089,0,B_op_yoy
0,0,0,0,-0.177581405013322,0.385101815328232,0,0,-0.26668179246611,0.176692472044353,-0.485047327950822,0,B_np_yoy
0,0,-0.200946857847911,0,0,0,0,0,0.430696041757016,0.306327837850986,0,0,C_ocf
0,0,0,0,0.754643215060996,0.18063540158221,0,-0.398860734292261,-0.167762620938406,0,0,0,C_fcf
0.355366140538711,0.418666626539092,0,0,0,0,0,0,0,0.261503895930843,0,0,D_cr
0.358653216129934,0.421264974712203,0,0,0,0,0,0,0,0.262932083723255,0,0,D_qr
-0.294779109662887,-0.217395551461134,0,0,-0.207927390196576,0,0.190754056569158,0,0.175906159602284,-0.23489088510579,0,0,D_dr
0,0,0,0,0.434582513254067,-0.216443593974209,0,0.758655796213768,0,0.288624104580173,-0.243864151082057,0,D_icr
0,0,-0.284308211605382,-0.499140110786459,0,-0.255981569616322,-0.563910837462414,0,0,-0.202611429988809,-0.470705290663419,0,E_itr
0,0,0.338311616272161,-0.335127491088942,0,-0.270992097525639,0.606641714925614,-0.323941342715547,-0.209289666946845,0,-0.305956791765166,0,E_art
-0.519166609856717,0.481353940844039,0,0,0,0,0,0,0,0,0,-0.223504421806053,E_tat
0,0,0,0,0,0,0,0,0,0,0,0,F_ta
0,0,0,0,0,0,0,0,0,0,0,0,F_te
0,0,0,0,0,0,0,0,0,0,0,0,F_ca
0,0,0,0.283561126374667,0,-0.33743098882993,-0.211745997333163,0,-0.404186293770959,0,0,0,G_cfi
0,0,0,-0.244623364061401,0,0.567402947870249,0,0.317938346671461,0,-0.540618154217099,0,0,G_cff
0,0,-0.211890271790667,0,0.185839462747624,0,0,0,0.296063323812938,0.185868291838313,0,0,G_ebt
