model,n_months,ann_ret_net,sharpe_net,tstat_nw_net,maxdd_net
pred_xgb_PCA_S,119,0.0585187459917618,0.879522413808025,3.2845318633837,-0.126884958335042
pred_xgb_PCA_H,119,0.0999577506346001,1.01886349780374,3.60782824910294,-0.123958008386504
